UserId,ScreenName,EnglishScore,UniversalScore
286104822,mellosr_,0.17,0.14
843602883526316032,yoboijacob,0.12,0.19
3875702474,_clarelizabeth,0.26,0.24
2329695554,soph_welsh,0.24,0.24
3783241,Juul,0.17,0.13
1675313784,kobechixx,0.22,0.16
2613121388,cheyenne_boman,0.12,0.13
554952162,egg_official,0.14,0.09
322851741,caitlinnhamm,0.31,0.15
888329979909611520,nammkkb,0.5,0.43
861975407557394434,margor777,0.82,0.85
54951191,Political_IM,0.76,0.76
458857228,LlewellynGreen,0.23,0.16
146858373,vnewsen,0.28,0.29
595763399,DeonSmith_,0.06,0.06
238628205,drew_dank,0.12,0.1
135980655,MobyMooby,0.19,0.14
96024907,tia_darcy,0.25,0.16
3412856535,SidHappens_,0.2,0.04
444147140,LordJoe0,0.18,0.16
701612923,ArabSugeKnight,0.06,0.08
65173418,Delhij,0.38,0.27
533929638,WIIIAI,0.3,0.18
796760508468723712,EuroFoodBanks,0.43,0.46
399615813,MoniqueLutz,0.59,0.53
2910721439,AquaHealth5,0.47,0.62
869616696373456902,DaleEmersonames,0.07,0.06
2783246852,brodyarross300,0.17,0.03
1239300349,Tdothook,0.24,0.09
135624653,Robbiegol,0.27,0.16
720178580,MarkaylaFreer,0.28,0.22
950962106,itmecami,0.16,0.2
2896261382,rkohler1010,0.14,0.09
31736146,gausby,0.25,0.2
255053638,ncpoole14,0.13,0.05
3741966268,alanksbrother,0.19,0.2
1315846105,tony_katrdzhyan,0.18,0.1
2907352122,Bradley_King_,0.13,0.05
851418282,FlaminHotBeck,0.24,0.2
2835983121,LuckyBrabander,0.26,0.13
566844338,gusholcombe14,0.1,0.09
331387744,itsss_Natalie,0.2,0.21
405280615,Tommy47Tommy,0.18,0.14
807707059,kailyn_fugazzi,0.19,0.08
576768151,Skruch_Doe_,0.07,0.11
3128781380,adamdiesing20,0.28,0.08
335944599,jenna_paskey,0.06,0.04
2299195760,joegeorge00_,0.09,0.04
434692517,MSHJR155,0.28,0.1
2565028593,yunghellenic,0.08,0.1
1967968411,kacey_mt,0.19,0.04
871399130,noeserEU,0.48,0.3
426983939,TJ_Coughlin,0.11,0.07
2289012848,LIVaporium,0.5,0.38
225045019,Acostacurta,0.22,0.1
859178620400664578,manualchef,0.17,0.11
468045643,KyleReardon16,0.09,0.03
2198005528,_JTVT,0.41,0.16
877718988620390400,yungjed69,0.33,0.3
1112462694,galenmclamb_,0.21,0.14
2568224138,brooklyn_2297,0.26,0.18
40644263,bennypage,0.31,0.24
855550371472830464,eddiepatton22,0.38,0.24
453540751,Joey_12_,0.14,0.17
2908756835,SebastianRubii,0.27,0.07
569288196,taylor3xo,0.24,0.12
889163969675407360,BlackAccs11,0.32,0.37
1863261175,NairMillos,0.36,0.26
293998737,GlenMitchell1,0.45,0.33
714058280,elliott_zea,0.13,0.11
3942812177,mofaizan67,0.16,0.25
34758850,OVO_Syd,0.23,0.18
2192255685,chris_nitka,0.06,0.05
813844402129010688,drolerie2017,0.22,0.17
609919583,bariFTP,0.27,0.39
2954069338,olivejader,0.15,0.09
1032030932,ZoeReisman,0.11,0.12
598670446,keramackenzie1,0.23,0.08
864303295761960960,clarks_RL,0.38,0.39
493619546,__kellli,0.21,0.09
1360444668,juicyxjames,0.19,0.09
1184698897,Emmettsic,0.2,0.08
2196988314,lindschwei,0.24,0.24
1710756439,bgroff2,0.17,0.08
992365357,dvfnf,0.2,0.11
429185778,maryypeyyton,0.32,0.25
1797980436,emiIymei,0.22,0.16
744388380,AndyHeppner,0.18,0.17
414014781,ZAXXOfficial,0.37,0.31
3044625135,ziynetboz,0.29,0.36
2198981599,devinramangkoun,0.17,0.08
408739279,strat_music,0.22,0.26
835919285306462209,lilrimjob,0.23,0.15
450096583,brenae2016,0.21,0.17
3165931185,janzennf,0.22,0.2
2865056901,Gage_Davis_,0.12,0.06
583479642,Cioffi23,0.22,0.05
424742286,shanna_giorvas,0.31,0.37
584750726,_lilgabivert,0.07,0.03
245146576,jfkiIos,0.22,0.27
1621571227,GonzalesAngelo0,0.32,0.17
1373795467,amynewmz,0.11,0.06
274722646,thisismyhendle,0.21,0.09
446788613,max_gamberino,0.08,0.02
705935090048700416,3pointgamingg,0.11,0.14
2560373328,a1348bdjcisk866,0.27,0.25
535458529,bethanyystaebs,0.19,0.14
389656547,maddie_emery,0.22,0.23
2200621482,thatdude_mason,0.15,0.12
2962090221,exactlylewis,0.23,0.25
1507204422,BeckomOfficial,0.15,0.11
571111141,BrentBurkhouse,0.17,0.08
1115788604,Traphouse_Kev,0.22,0.27
2959026483,be1zhu,0.26,0.17
2558158775,TaylorEhly,0.26,0.12
486252349,JohnsonAshleyy,0.19,0.18
881259146787438592,DAMNGRAYER,0.24,0.11
421537420,armanazihannah,0.15,0.08
518071821,Master__Arnold,0.1,0.05
282758347,Gotta_BeGreat,0.33,0.41
3069108796,e_l_e_n_as,0.25,0.31
1697956969,bailsoleary,0.32,0.22
2190167608,alextheriaultt,0.16,0.21
977718162,Dylanmalkoc1,0.15,0.16
385266566,DerekHansonn,0.09,0.06
477372450,akaElJefe,0.27,0.33
2738662384,BensanchezXIII,0.17,0.12
1297171634,lexinavarroo,0.15,0.13
705930164413267968,alcam45,0.2,0.26
2186733015,shawnterry21,0.21,0.18
2352332780,vmthoma,0.27,0.23
845122758249930752,bingbongbean,0.12,0.13
3026672001,Cjjasper25,0.27,0.14
298302210,violettekolach,0.38,0.34
463415301,JackManAndrews3,0.17,0.08
1799392764,ThePunishTube,0.09,0.1
2271838163,giselleiscool,0.25,0.23
998502296,Del_Ta_T,0.12,0.13
779191830483054593,shit_sebsays,0.37,0.24
537251459,jooohnpagliuco,0.19,0.06
636820445,robmescudi,0.21,0.32
2666752044,CreatedByND,0.13,0.08
806375564382703617,Csoog7,0.1,0.04
1304328804,Andro48Daniel,0.15,0.05
1195226088,AliVillars,0.11,0.14
704485934373474304,MikePBeecher,0.18,0.04
833728984940703745,B1GFLETCH,0.19,0.11
2316301627,CameronnReaa,0.2,0.14
2171281398,blakebrady14,0.33,0.12
3131119446,ellhughes12,0.18,0.12
765020036696121344,maxparker278,0.07,0.08
1932579980,Woah_ryan106,0.18,0.1
2751392375,nicklishous,0.22,0.25
1431903817,noahjweiss,0.28,0.18
65093487,yefflee,0.16,0.15
630453038,peytonkline_,0.27,0.14
2456345301,Matt_Rhone,0.12,0.09
567587402,frickinmads,0.17,0.19
2769049971,SethHaggerty,0.11,0.06
1973211866,sandovalex47,0.13,0.08
168051108,Nikkopayton,0.07,0.19
4106145499,moe_icey,0.21,0.17
852376875183742976,m_james_cowin,0.13,0.12
2436468632,samantharai0,0.14,0.12
742801781927727104,serenakurosky,0.24,0.14
1220059897,savagenc_,0.09,0.01
1021259540,MaxDrew_,0.23,0.25
65126429,Ceremona,0.15,0.09
1126442005,samileahy123,0.29,0.13
532931780,arianasantiago6,0.32,0.19
1143500365,KrisTheNovice,0.19,0.15
107386037,oriolcolominas,0.3,0.17
814423304,dokuros,0.13,0.1
2960528910,vodkaamami,0.36,0.25
109795412,Martijn0477,0.18,0.14
338806116,jiggyneek,0.5,0.56
2999665836,dannyphantome,0.18,0.12
15560484,pantoffelpunk,0.46,0.4
1698198822,BrandonMora232,0.15,0.14
286391143,DeStoerderij,0.32,0.25
763287469110468608,declanmurphy01,0.32,0.23
4905520361,cyclingnerds,0.34,0.31
2314809837,ClausBoegelundN,0.47,0.35
14390087,b3no,0.34,0.44
1024404529,mariodirienzo15,0.11,0.11
431164016,joeymartuccio,0.1,0.09
1877206104,Jacks_Myth,0.09,0.06
869205853,EmaZupljanin,0.3,0.24
2625758230,LieslMargaret,0.1,0.1
138339427,Duostudent,0.43,0.26
706264113471725568,lotsofloverudge,0.18,0.15
1687192280,robdelgay,0.55,0.48
1202165821,kmeloo_,0.19,0.18
470593645,KarleeHurtado,0.14,0.13
1446686335,Hannnah_Jayne,0.23,0.18
2151763868,RMcDaniel14,0.18,0.16
3497187193,glynnoliviae,0.14,0.09
15255466,Anamarek,0.33,0.09
15108836,alexondrawirgau,0.21,0.11
820696881848340480,JohneGameTV,0.38,0.26
514778817,natalieehong,0.21,0.16
771969535,Lor_Ror,0.39,0.3
109192512,franscoenraad,0.48,0.31
888074510410407937,qq766264949,0.74,0.72
321569576,SamFlessner,0.23,0.16
888948573706096640,BlackAccs4,0.27,0.43
3035506999,mollyggriffin,0.12,0.12
748562031377149952,ginacappetta,0.2,0.03
386083791,ninameyer2,0.19,0.12
2958523767,alisonfieldss,0.25,0.22
940550324,Vin_Scalia,0.07,0.03
399200953,KevinAgustinian,0.08,0.2
769948335704772608,MEBnewspl,0.35,0.52
760705570869547010,emerybaker69,0.23,0.13
528837106,iamFoustiavelli,0.21,0.28
3044352593,tminnich59,0.14,0.04
842026070379511808,guerin_quotes,0.36666666666666664,0.42
919698468,scherrbert_,0.17,0.08
1146827870,hmcobbs8,0.3,0.34
539582306,karanlal99,0.17,0.14
3073217927,JSantana_4,0.19,0.08
3895026553,_lorenaivana,0.16,0.2
478126242,Orzillo56,0.09,0.15
2923295880,vl0neforever,0.37,0.22
247925194,mariahchanise_,0.24,0.09
2674743081,xhup01,0.29,0.15
846525253,madwein,0.18,0.08
396701867,98Christopher,0.14,0.14
395648308,jake_Hallam,0.2,0.11
359080991,ValinGates208,0.05,0.08
888205773284798468,kolelarson,0.36,0.21
1944830724,districtdolan,0.34,0.25
2276153207,sarahknipe,0.22,0.12
568670593,Lindseyhavens,0.16,0.07
457750600,kt0na,0.42,0.27
566022624,bcmaxson,0.16,0.12
4092278300,kristen_scott99,0.17,0.06
722537119,cecesolivan,0.17,0.18
1905742969,ayyye_Marty,0.19,0.18
1326979020,br0tein1,0.18,0.17
378355178,tristan_boss23,0.16,0.08
1590296041,DeMeere17,0.08,0.05
261602574,brytieamps,0.13,0.1
273121054,nixinevitable,0.05,0.1
3396500734,russo_konnor,0.11,0.06
87039799,babradeys,0.4,0.38
2895183662,PimpVlk,0.24,0.07
170573897,kenz9byx,0.24,0.17
78764969,Braulss,0.19,0.21
489821698,Kennedy97xx,0.19,0.13
39018171,claruh_,0.13,0.05
3020800679,ashhleytaylorrr,0.26,0.17
443924181,katie_mckk,0.22,0.12
1282110660,liv________,0.16,0.1
850817200525062144,swaffleee,0.16,0.11
838560521628549120,wenbichu,0.29,0.19
790377392,tyler_petrosky1,0.18,0.15
1515234290,steakfingers21,0.15,0.13
4174230012,popularrslutt,0.34,0.37
701469624236429312,TreyHotaling,0.11,0.09
3061750058,BenBernard16,0.18,0.15
229963275,KillEmDeadChulo,0.2,0.11
2525957941,jasmineparish_,0.2275,0.19
2764415199,kayla_shabow,0.22,0.28
780508628,cvohler,0.18,0.05
198253750,BrianaClugston,0.19,0.08
1305630685,BenSinense,0.06,0.2
18627437,PinkStarMusic,0.31,0.31
559155200,katlillefloren,0.17,0.14
541350076,_moll___,0.21,0.22
1877712264,mcgetalife,0.2,0.17
3920094434,ohnonel,0.21,0.12
4700249316,alecgpearson,0.11,0.12
3013788692,rickrangleberg,0.18,0.11
2606561522,EDMAHOLICS_,0.59,0.51
2182497712,Malik__k,0.13,0.09
461778282,LORDRARO,0.09,0.09
3105794763,BrehmBrooke,0.19,0.26
388028452,Squids,0.29,0.26
739844209566437378,ryanremeika,0.3,0.2
2300398280,BadBennyG,0.35,0.1
428226411,pal_sara,0.07,0.12
3136280368,DailyMBeer,0.55,0.51
881677256824934400,cashley112,0.36,0.31
254747311,ExcuseMeMiss16,0.18,0.08
1473816836,EvilKingGigalo,0.34,0.31
2789829146,murrayalec22,0.31,0.06
1863921469,autostiff,0.27,0.21
798900067,alicejednak,0.22,0.06
103179414,Caseyflanz03,0.13,0.06
2559059930,AlekMeta,0.14,0.07
432044227,MatthewWootton1,0.14,0.03
869389237451345920,daaaarby_,0.29,0.25
1898902405,bellahill17,0.37,0.45
366265252,Micheletti01,0.2,0.1
387142790,MalikAshante,0.21,0.22
4774658078,DAMNDEETxA,0.23,0.16
95791344,maryriley__,0.19,0.25
440370815,MadisenYoung,0.39,0.44
1419414445,D_Lenzie,0.11,0.12
2823923583,lilhayfuhyobih,0.33,0.31
605851754,Emily_Elana,0.24,0.07
204019552,MarissaOrtega11,0.07,0.04
340741984,ZerinaKozlicic,0.14,0.09
1505048544,SathreNoah,0.23,0.19
453698155,danicaSmcbain,0.21,0.09
2252715134,noah__coleman,0.33,0.28
522845346,edyyboy_cohn,0.15,0.19
1123380434,Taygrawatt,0.14,0.08
828179863,Peejmanno,0.24,0.14
1167880213,lseelie,0.22,0.06
2898828491,bradymarks17,0.23,0.09
1689995898,fitzdaddy43,0.34,0.19
893786376,SophiaShumaker,0.26,0.11
2936183649,maxbrue1,0.39,0.37
3238454765,riverdicaprio,0.44,0.44
233812949,nadu124,0.31,0.3
3356533541,millerinsightsl,0.54,0.6
2345342896,actuaIIybizzle,0.41,0.29
1261155084,Ajzelner,0.12,0.12
742885455973089280,choppagunnaa,0.18,0.18
775341828329451520,skyla_massie,0.24,0.26
803551484017254401,StartupPlayCom,0.61,0.62
4185691513,hallie_smithh,0.25,0.21
112999054,Krennaste,0.32,0.09
253535404,FroukjeKrist,0.31,0.1
991990496,raelynne_skylar,0.34,0.31
979242738,demetriosgeorge,0.4,0.25
1312255327,ericnualplub,0.14,0.03
2324120978,KyleSenechal,0.11,0.09
164365885,GoonSquadCo,0.45,0.26
365758332,hkulks,0.19,0.13
3045312584,kateadeszko,0.28,0.27
2306046289,chabangbangg,0.09,0.08
342226186,samithefatty,0.11,0.06
3077285986,taylorjacobsss,0.28,0.21
873240955650023427,metsreport1,0.48,0.27
2288710110,JakeJames98,0.28,0.34
158823718,margodekock,0.41,0.26
2257285935,AustinPlaysLax,0.16,0.12
2273822149,fckinbri,0.17,0.16
450448142,NinaCosentino,0.36,0.21
1192032338,BirdBathBuilder,0.13,0.14
578092205,IetemtaIks,0.15,0.15
58630444,starbwoymars,0.1,0.21
501483745,_princessalex,0.28,0.24
464291044,NMaratea,0.19,0.08
501500665,brwydn,0.08,0.02
385663548,olivetheginger,0.2,0.22
1281358782,SgtPepper95,0.1,0.11
554433060,coolin2wice,0.16,0.06
4020111317,mandyy_brockk,0.29,0.28
62150161,oneshoeshort,0.26,0.11
778352663612174336,DavidscoolBro,0.27,0.26
2307654781,k_schmidtke,0.29,0.12
102920853,ladymissazira,0.34,0.19
731420468,noelleelele,0.08,0.09
1904484727,mcgnum,0.38,0.23
2699951275,kaitthammond,0.22,0.08
735358004271448065,penceypatience,0.36,0.22
863108589023580160,eleach7143,0.08,0.05
2418313048,maddieclark54,0.21,0.12
256255438,imrickyperalta,0.09,0.07
462556975,leeleeseib,0.25,0.14
2350806386,okayokcaroline,0.25,0.24
137878848,prettybinladen,0.21,0.31
1130067846,tati9softball,0.07,0.09
2651938773,semperfitzy,0.14,0.07
622495394,PadillaAmanda15,0.31,0.09
811197290,LittleBiggler,0.13,0.11
429593330,britnypatino,0.4,0.38
881756359053717504,blowsmokeshop,0.58,0.53
729854622492286977,lauren_katt,0.15,0.08
2377720008,anacarvatta,0.14,0.13
1961167519,Undra2000,0.18,0.21
2835368216,kristinaablakee,0.25,0.24
1290033336,rileyharris35,0.23,0.08
2274222183,finesse_dk,0.23,0.2
2557346527,RyaHutchison,0.11,0.09
436345742,sam_kelly23,0.21,0.22
2582973226,demi_toscano3,0.16,0.1
850320264,nic_desilva,0.14,0.13
341896601,AlexSchwindaman,0.2,0.1
1318786501,JeaninevanEkris,0.14,0.03
2925084377,Bob303_,0.21,0.14
3264168615,sonotpersonal,0.28,0.11
3061853390,Loflowww,0.06,0.05
2321422872,yassmins_,0.11,0.07
2324596609,_elisabethf,0.3,0.37
324170579,wo_jo_you_didnt,0.08,0.05
3000504827,Paytonbarrx,0.27,0.03
1350815664,zac_skinner1,0.22,0.15
1359107052,alex_ludwick,0.24,0.13
2849234460,nfeezy,0.15,0.07
741755875430432768,tiff__hong,0.33,0.4
2367080708,felipejacob__,0.13,0.06
615403719,THorneeeeee,0.17,0.01
783552200,hoes_say_pablo,0.16,0.06
1447485127,karlikingdeski,0.3,0.17
751144414400176128,classickatia,0.13,0.07
718189011328741377,groovyhipsbrady,0.14,0.11
2773510983,Austin_Chacon3,0.14,0.14
1451833694,Trilla_Jo,0.18,0.05
1158553152,PrestonGreener,0.2,0.16
500423236,eleanorrbbkz,0.15,0.11
884420495382372357,nostijl,0.43,0.22
388651893,FadedLikeVuddie,0.24,0.21
3872071213,MichaelJindra,0.32,0.32
190065659,Flaw_Lyss16,0.08,0.12
521070471,ConnorLang13,0.17,0.17
3004255986,Misskayliexxx,0.13,0.12
259099179,gabbscarv,0.21,0.12
356002632,cammystory,0.32,0.19
3316249791,AmberService21,0.18,0.2
251909137,MorganStefan,0.19,0.17
2753073045,cliffordcacy,0.16,0.06
3055061155,horirihoriri,0.23,0.23
1789482902,jakecoocoo,0.25,0.15
3252550607,buddhaluvah,0.14,0.1
1523737188,ZachMain_,0.25,0.04
2483066977,sellcaver,0.47,0.3
3214082175,ydissac108,0.28,0.27
151763586,MiguelTorres97,0.09,0.05
177846609,EdwinBuffington,0.26,0.18
842280316089843712,dabbygabi,0.14,0.04
3015007689,Z_A_C_H29,0.18,0.13
2353900070,Coo_mbs,0.15,0.07
1375852742,ciaraconnn,0.32,0.26
119898851,Jobungonip,0.22,0.11
1922032208,emmagarsha,0.28,0.34
2269515348,CjwillCj,0.18,0.09
2292112472,grimydon,0.09,0.15
2986273583,catmischo,0.27,0.28
4916559261,_proCASStinator,0.3275,0.33
3304881264,elijahumar_,0.25,0.17
2917165862,_JacobChacon,0.12,0.07
3223862671,marisssaaa_09,0.25,0.07
725963954716053504,chriswhitmann,0.16,0.22
899062490,T_Potter_9,0.22,0.15
821789868795822088,mattrep45,0.26,0.19
1528057038,julxbar,0.36,0.48
3325526435,camyvt,0.32,0.36
1863541094,ethangoldd,0.3,0.2
2729776298,MinaSprengeler,0.12,0.15
543914781,LDLT_7,0.13,0.12
1563956881,Sebocuban09,0.12,0.1
1480395846,h_zimmy,0.22,0.18
2554135526,ashton_421,0.15,0.09
60806213,itssdannn,0.4,0.33
166706012,mackenchez,0.23,0.17
1481188002,JJ_ramon1,0.13,0.09
587829723,Jackchaney2,0.18,0.26
786982867016396800,WhereIsMyTrophy,0.14,0.08
358656706,risskhalifa,0.22,0.15
48228876,pouncebounce,0.16,0.14
3432856694,sphsvapingclub,0.24,0.32
1683989516,blaszloo,0.09,0.05
721298887,crispyeggg,0.23,0.13
1695500575,zachparsons12,0.2,0.12
1236009133,charlielynch34,0.15,0.17
963607651,_katieshow,0.09,0.07
2844309438,chloaaystanners,0.25,0.24
502437057,christinenchau,0.35,0.31
261376030,HannahCarande,0.15,0.12
806900513107247104,5_Senses_Events,0.27,0.2
389763735,Danny_Andretti1,0.19,0.07
2431570138,Leidyjx3,0.32,0.25
417610761,kelcyss,0.34,0.36
256666709,jojokearsley,0.3,0.15
789935567970701312,hugocar82461171,0.28,0.22
2682178038,dimple1702,0.4,0.31
871074114,TylerBarnish,0.18,0.06
1386434238,cajaveedali,0.29,0.25
706630285,ltrose97,0.04,0.05
414450975,YOITSRYDER11,0.26,0.16
368620899,mollymontstah,0.16,0.12
159890014,KDolGurung,0.19,0.22
790282460433117184,selin_kozelo,0.4,0.26
865908264533454849,Ankit12792,0.43,0.33
331137631,woahmason,0.34,0.37
1434526914,trippyhippyhoe,0.13,0.06
3017150947,cristian_r_98,0.14,0.12
1463756713,ktluhmont,0.21,0.16
2661726937,BakerJadon,0.37,0.28
2583456151,ayeeelan,0.23,0.07
2682754979,Merilynnnntb,0.39,0.31
556329034,PaulyyV,0.33,0.27
133634099,Louizzledk,0.28,0.14
2270782099,dyvng,0.21,0.04
2825698964,TheHypeDispo,0.34,0.44
16910607,CoachTrent,0.73,0.7
819867094300790784,morgan_fendick,0.23,0.09
869225446638071808,Rygtesmeden,0.44,0.46
832300345,katie_unterwald,0.19,0.14
364078083,jgist_,0.2,0.09
1167424435,taylorlaney14,0.37,0.46
578130978,ColinSheaa,0.12,0.11
875842920234057728,H98903394,0.85,0.7878337355686594
803239392018104323,nickgiancola98,0.21,0.14
514234820,VRCrijles,0.42,0.39
3006065224,danishaaa13,0.28,0.13
3436802871,Iceybsrq,0.26,0.35
745223911915261953,jcslilbean,0.21,0.09
3359464959,anubisde_5,0.21,0.15
705725486,JordanPalooza,0.24,0.07
2852635537,kristinee_98,0.2,0.11
855140492446756864,Danielledgroott,0.25,0.06
514685710,_meekmills,0.12,0.1
216488315,kevinbaietto,0.14,0.09
2471201972,its_me_fien,0.29,0.16
280683122,emilyhoodwin,0.24,0.17
1064560195,firozay,0.22,0.2
704594001337442304,Lil_AyG123,0.08,0.09
750055682897051648,X_IdVisser,0.22,0.13
319684914,renateveenstra,0.25,0.06
1655355312,CelinaStowers,0.21,0.25
2921706345,BIGACE_,0.14,0.13
349484198,alwhiteleyy,0.17,0.16
803214401033633793,CaviarMist,0.41,0.25
1873857356,EWarkov,0.13,0.18
2943127300,zachriegle_,0.19,0.15
2417013046,parmezsan,0.46,0.35
2804533483,ColtonKessler_,0.15,0.06
1619838750,MurphNTurph,0.04,0.08
2455522332,cpurdy147,0.16,0.04
767175997410070528,ayethoms,0.37,0.34
521902138,CallawayJake23,0.17,0.2
4700549624,VapeStack,0.5,0.38
1539335880,TheRealReidH,0.13,0.17
477215632,nbfootball32,0.33,0.43
181379044,maryn_noelle,0.26,0.08
748144914895151104,NjzgamingYT,0.24,0.13
371940724,laurabombace,0.09,0.12
61607275,vvvvenlo,0.41,0.29
626237025,arymaldonado_,0.41,0.14
2933041703,xslipe17,0.18,0.07
720460890194231297,KailiMartinez,0.3,0.19
733405716795392001,gaigebarrows701,0.17,0.14
851984775766212608,thethoughtsapp,0.43,0.31
351320274,Always_Gilly,0.08,0.12
880594680542502912,chuzabitch,0.15,0.12
81506149,gaby_nembhard,0.15,0.15
846273690,kaitlynmiller49,0.2,0.05
86259605,Its__Rachel,0.15,0.13
210853719,_venlo,0.44,0.33
22374678,vvv_venlo,0.25,0.4
210956954,_VVVVenlo,0.24,0.17
2303762997,cawamckee,0.2,0.19
745523821625544704,Stephagize,0.24,0.17
2633362839,Cameronsflight,0.28,0.31
410985710,ErinRenegar,0.19,0.19
140550039,koochlord,0.42,0.6
1282447952,Leslieee77,0.06,0.08
2216475341,kristi_woods_,0.37,0.2
1043841174,AmberHarth,0.32,0.16
384652408,ShapiroKrista,0.28,0.31
3063730188,rebeccalengyel,0.29,0.12
845777405860089856,xxvmonica,0.16,0.1
3784881448,rosshhhh,0.31,0.08
27706828,Pink_Snootchies,0.39,0.34
352741508,Killer985514,0.17,0.12
725215909,EIIenshow,0.13,0.08
2982117725,chrisfite00,0.24,0.16
2970417332,ItsActuallyIG,0.09,0.06
2393280500,cvshedout,0.14,0.21
461715277,bbdabby,0.43,0.38
4862382642,morgan_colon16,0.21,0.03
887410405223481344,issatrndsttr,0.38,0.33
59264441,savmontano,0.48,0.41
303710923,mnkmnkz,0.11,0.09
2680143613,JonahWarhaaft,0.44,0.32
46279151,ichursmile,0.16,0.14
427061560,ajlala97,0.08,0.05
332044182,_tremains,0.07,0.16
2249708869,OtiveInTheOcean,0.13,0.08
613629548,J_McNeil94,0.14,0.07
2260500714,Y_Alaadin,0.15,0.17
406545682,cheeblekirsch,0.08,0.11
1242633703,AlexBaumbusch,0.14,0.16
2892794627,fletch_dawg,0.26,0.17
208893498,NaorZubery,0.11,0.13
310016426,miranda_olivas,0.19,0.1
329895157,Isabel_Walsh,0.07,0.04
4242292338,badgaljujuuu,0.23,0.26
1772088110,case__howell,0.19,0.09
872885268,JT_Rose_Win,0.1,0.09
430160876,jkiefer22,0.11,0.15
1465071001,rnewey28,0.14,0.01
368096388,arasavongvi,0.07,0.06
368507824,bleas10,0.1,0.15
707334661165473800,BroPoll,0.45,0.38
4346707702,JacksonK34,0.25,0.13
1554098880,summerlangsam,0.24,0.25
3344383462,_jck31_,0.19,0.07
832407913,lexjohnso,0.23,0.18
3114042662,chuchootrain_,0.13,0.04
377815063,actionbrenden,0.05,0.06
351341862,alexxw8,0.14,0.1
2598649002,GiannaPeko,0.08,0.07
291952189,dwalsh114,0.22,0.16
3302946981,jxdubbs,0.55,0.4
2829050558,Aprilfenluo,0.51,0.36
3320023439,TheReal_D3nnis,0.07,0.12
924503336,brittbeyerr,0.13,0.14
812165220672176128,alanrelevant,0.22,0.24
405972880,J_babyfresh,0.21,0.08
479170530,oliviatheavatar,0.26,0.29
3227814414,kennethh301,0.17,0.11
2424310927,KchurchKevin,0.15,0.16
2347249753,jademillaaa,0.25,0.14
1355330269,_kal___,0.11,0.06
228436456,lexephant,0.1,0.07
985050200,gavin_meyer,0.13,0.1
1416418056,logainzzz,0.16,0.07
497560263,a_sprankle,0.17,0.09
1452742562,AbbySiebertt,0.2275,0.17
2327011829,kiarrahlh5,0.28,0.13
4552178903,Ezaaymoney,0.18,0.09
1291406468,madisontrinity_,0.25,0.22
247526295,tmoon17,0.19,0.12
3068690311,EliseLykken,0.35,0.31
814717114917359616,bryanbrownnn,0.25,0.15
631671183,ReidWollett,0.21,0.22
1102683134,rykust13,0.2,0.15
3392829717,cmxh_,0.38,0.37
1653401438,KatyBellack,0.16,0.13
2952765444,juls_williams,0.15,0.12
1668482886,star_iah,0.05,0.09
1436604126,laurhornak,0.16,0.07
280152348,DatFish5150,0.13,0.09
862441370169901056,misbruno_,0.36,0.28
1125422935,JacksonKnapp,0.13,0.09
407474221,hellolalit,0.46,0.27
1330538018,JakePranke,0.13,0.12
274962640,Joyal_Patel,0.39,0.35
2730523873,bipolarbrisky,0.27,0.15
33024378,Meech_oO,0.41,0.33
48958304,Niguloto,0.12,0.17
14845363,janseurinck,0.31,0.32
1719492481,SuyashParakh,0.44,0.42
75275237,mgossipqueen,0.38,0.19
211082286,_Groningen,0.44,0.25
884856270783733761,JMFingeret,0.38,0.43
326053289,wally_soute,0.31,0.22
558429165,PooleAvery,0.23,0.32
24572867,PurplePedialyte,0.14,0.09
3352300599,Mrzovoljno_okoo,0.3,0.17
1132733779,carolinewataa1,0.18,0.11
1929067056,annameaux,0.35,0.32
4276463113,TrentonPress12,0.17,0.14
337155332,krannoot,0.22,0.14
457869573,nataliaboyyle,0.14,0.1
3207639056,thleenen40,0.43,0.32
64840350,RaleighBall_,0.13,0.04
842579887,macpaccc,0.12,0.11
358407741,MLEFFin_awesome,0.21,0.12
961092907,jamesCduffy,0.23,0.18
235595877,CHillLBC,0.16,0.27
1852659546,Elijah_RW,0.2,0.21
2806003187,KirshmanSlava,0.41,0.2
3062098730,wandzelanna,0.24,0.27
3003559775,TwittBot001,0.35,0.31
423002256,connorjackson88,0.04,0.03
2287391647,JacksonKeech,0.14,0.12
771185296247431168,biebosrevival,0.51,0.42
2648345956,amelia_potato13,0.24,0.13
289051608,valeriahofner,0.21,0.15
2273591366,MITCHIETORR3S,0.3,0.29
632307713,YeezyCrew,0.38,0.4
1643683152,mcmorgan_,0.15,0.05
2162828317,adam_sik,0.03,0.02
1898343847,BrandonLukas24,0.26,0.17
151614834,aukelienjellema,0.36,0.24
4885285632,isabelvirilli7,0.3,0.15
464033853,marcshap2,0.18,0.07
866550132380225536,CamillaGryUCSJ,0.45,0.31
233663961,NotYoungJavier,0.24,0.33
299628049,11O1s,0.36,0.35
260008686,chelsea_barrows,0.16,0.08
888559636462395392,GoddessSyd,0.54,0.55
4907497378,liquidretard,0.18,0.21
336818151,syd_vlasach,0.07,0.13
2358344504,i_always_WIM,0.27,0.09
1441553658,TKostons,0.27,0.11
338072849,DJMI973,0.21,0.04
886609215745384448,TheBoroSEO,0.65,0.49
2985041537,s1ghmik3,0.54,0.41
